Licitações que incluem este item de material. > uri,Intenções de registro de preço que incluem este item de material. > uri,Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
/licitacoes/v1/licitacoes?item_material=150194,/licitacoes/v1/irps?item_material=150194,150194,"PROCESSADOR, PROCESSADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14431: PROCESSADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150219,/licitacoes/v1/irps?item_material=150219,150219,"COLETOR DADOS, COLETOR DADOS","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13687: COLETOR DADOS,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150225,/licitacoes/v1/irps?item_material=150225,150225,"CAIXA SOM, CAIXA SOM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14249: CAIXA SOM,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150229,/licitacoes/v1/irps?item_material=150229,150229,"PLACA PABX, PLACA PABX","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,16011: PLACA PABX,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150239,/licitacoes/v1/irps?item_material=150239,150239,"PEÇA/ACESSÓRIO/SUPRIMENTO ETIQUETADORA, PEÇA/ACESSÓRIO/SUPRIMENTO ETIQUETADORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13154: PEÇA/ACESSÓRIO/SUPRIMENTO ETIQUETADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150261,/licitacoes/v1/irps?item_material=150261,150261,"TRAVA SEGURANÇA, TRAVA SEGURANÇA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,15154: TRAVA SEGURANÇA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150267,/licitacoes/v1/irps?item_material=150267,150267,"LEITORA CÓDIGO BARRA, LEITORA CÓDIGO BARRA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,227: LEITORA CÓDIGO BARRA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150274,/licitacoes/v1/irps?item_material=150274,150274,"EQUIPAMENTO VIDEOCONFERÊNCIA, EQUIPAMENTO VIDEOCONFERÊNCIA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,13836: EQUIPAMENTO VIDEOCONFERÊNCIA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150275,/licitacoes/v1/irps?item_material=150275,150275,"MÁQUINA ETIQUETADORA, MÁQUINA ETIQUETADORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13172: MÁQUINA ETIQUETADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150281,/licitacoes/v1/irps?item_material=150281,150281,"CÂMERA WEB, CÂMERA WEB","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14697: CÂMERA WEB,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150285,/licitacoes/v1/irps?item_material=150285,150285,"COMPARTILHADOR CPU, COMPARTILHADOR CPU","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13993: COMPARTILHADOR CPU,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150287,/licitacoes/v1/irps?item_material=150287,150287,"CORREIA IMPRESSORA, CORREIA IMPRESSORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,15778: CORREIA IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150340,/licitacoes/v1/irps?item_material=150340,150340,"CARTUCHO TINTA IMPRESSORA HP, CARTUCHO TINTA IMPRESSORA HP","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,13818: CARTUCHO TINTA IMPRESSORA HP,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150345,/licitacoes/v1/irps?item_material=150345,150345,"EQUIPAMENTO WIRELESS, EQUIPAMENTO WIRELESS","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,15766: EQUIPAMENTO WIRELESS,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150347,/licitacoes/v1/irps?item_material=150347,150347,"DISCO RÍGIDO REMOVÍVEL, DISCO RÍGIDO REMOVÍVEL","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,17653: DISCO RÍGIDO REMOVÍVEL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150377,/licitacoes/v1/irps?item_material=150377,150377,"CABO USB, CABO USB","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,15036: CABO USB,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150378,/licitacoes/v1/irps?item_material=150378,150378,"MÓDULO MEMÓRIA, MÓDULO MEMÓRIA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,15899: MÓDULO MEMÓRIA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150400,/licitacoes/v1/irps?item_material=150400,150400,"PLACA CONTROLADORA VÍDEO, PLACA CONTROLADORA VÍDEO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,235: PLACA CONTROLADORA VÍDEO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150406,/licitacoes/v1/irps?item_material=150406,150406,"CÂMARA DE VÍDEO, CÂMARA DE VÍDEO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14360: CÂMARA DE VÍDEO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150414,/licitacoes/v1/irps?item_material=150414,150414,"MODEM ROTEADOR, MODEM ROTEADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14081: MODEM ROTEADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150418,/licitacoes/v1/irps?item_material=150418,150418,"DIVISOR SINAL VÍDEO, DIVISOR SINAL VÍDEO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,5384: DIVISOR SINAL VÍDEO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150423,/licitacoes/v1/irps?item_material=150423,150423,"UNIDADE GRAVADORA CD / DVD, UNIDADE GRAVADORA CD / DVD","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13182: UNIDADE GRAVADORA CD / DVD,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150424,/licitacoes/v1/irps?item_material=150424,150424,"CABO SCSI, CABO SCSI","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,15949: CABO SCSI,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150442,/licitacoes/v1/irps?item_material=150442,150442,"FILME IMPRESSORA, FILME IMPRESSORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,7440: FILME IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150457,/licitacoes/v1/irps?item_material=150457,150457,"MÁQUINA RECARGA CARTUCHO, MÁQUINA RECARGA CARTUCHO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,9325: MÁQUINA RECARGA CARTUCHO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150458,/licitacoes/v1/irps?item_material=150458,150458,"UNIDADE DISCO, UNIDADE DISCO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,244: UNIDADE DISCO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150474,/licitacoes/v1/irps?item_material=150474,150474,"SERVIDOR APLICATIVO, SERVIDOR APLICATIVO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,17652: SERVIDOR APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150477,/licitacoes/v1/irps?item_material=150477,150477,"COMPUTADOR - ESTAÇÃO TRABALHO, COMPUTADOR - ESTAÇÃO TRABALHO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7020: UNIDADES CENTRAIS DE PROCESSAMENTO DE DADOS ANALÓGICOS,13811: COMPUTADOR - ESTAÇÃO TRABALHO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150487,/licitacoes/v1/irps?item_material=150487,150487,"PLACA PCI, PLACA PCI","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,10830: PLACA PCI,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150504,/licitacoes/v1/irps?item_material=150504,150504,"DISCO COMPACTO GRAVADO, DISCO COMPACTO GRAVADO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14232: DISCO COMPACTO GRAVADO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150511,/licitacoes/v1/irps?item_material=150511,150511,"APONTADOR MICROCOMPUTADOR, APONTADOR MICROCOMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,206: APONTADOR MICROCOMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150513,/licitacoes/v1/irps?item_material=150513,150513,"SCANNER, SCANNER","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,238: SCANNER,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150518,/licitacoes/v1/irps?item_material=150518,150518,"CARTUCHO TONER, CARTUCHO TONER","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,15597: CARTUCHO TONER,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150521,/licitacoes/v1/irps?item_material=150521,150521,"CARTUCHO DE TINTA, CARTUCHO DE TINTA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,18048: CARTUCHO DE TINTA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150539,/licitacoes/v1/irps?item_material=150539,150539,"RECARGA COPIADORA / IMPRESSORA, RECARGA COPIADORA / IMPRESSORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,18222: RECARGA COPIADORA / IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150541,/licitacoes/v1/irps?item_material=150541,150541,"RIBBON, RIBBON","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,7590: RIBBON,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150564,/licitacoes/v1/irps?item_material=150564,150564,"IMPRESSORA MATRICIAL, IMPRESSORA MATRICIAL","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,225: IMPRESSORA MATRICIAL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150566,/licitacoes/v1/irps?item_material=150566,150566,"MICROCOMPUTADOR, MICROCOMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7020: UNIDADES CENTRAIS DE PROCESSAMENTO DE DADOS ANALÓGICOS,14176: MICROCOMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150567,/licitacoes/v1/irps?item_material=150567,150567,"DIGITALIZADOR DE IMAGEM, DIGITALIZADOR DE IMAGEM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,14420: DIGITALIZADOR DE IMAGEM,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150574,/licitacoes/v1/irps?item_material=150574,150574,"CALIBRADOR, CALIBRADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,18551: CALIBRADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150582,/licitacoes/v1/irps?item_material=150582,150582,"UNIDADE RESPOSTA AUDÍVEL - URA, UNIDADE RESPOSTA AUDÍVEL - URA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,13649: UNIDADE RESPOSTA AUDÍVEL - URA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150584,/licitacoes/v1/irps?item_material=150584,150584,"DRIVE DVD ROM, DRIVE DVD ROM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,15940: DRIVE DVD ROM,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150585,/licitacoes/v1/irps?item_material=150585,150585,"GABINETE PARA COMPUTADOR, GABINETE PARA COMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7050: COMPONENTES PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,14300: GABINETE PARA COMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150597,/licitacoes/v1/irps?item_material=150597,150597,"CARTUCHO LIMPEZA, CARTUCHO LIMPEZA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,12547: CARTUCHO LIMPEZA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150603,/licitacoes/v1/irps?item_material=150603,150603,"LEITORA ÓTICA, LEITORA ÓTICA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8766: LEITORA ÓTICA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150625,/licitacoes/v1/irps?item_material=150625,150625,"ADAPTADOR CONECTOR, ADAPTADOR CONECTOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,15410: ADAPTADOR CONECTOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150699,/licitacoes/v1/irps?item_material=150699,150699,"MONITOR VÍDEO, MONITOR VÍDEO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,230: MONITOR VÍDEO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150728,/licitacoes/v1/irps?item_material=150728,150728,"IMPRESSORA ETIQUETA, IMPRESSORA ETIQUETA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,16534: IMPRESSORA ETIQUETA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150735,/licitacoes/v1/irps?item_material=150735,150735,"PLACA ADAPTADORA, PLACA ADAPTADORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,16382: PLACA ADAPTADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150750,/licitacoes/v1/irps?item_material=150750,150750,"APOIO PUNHO TECLADO, APOIO PUNHO TECLADO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,15545: APOIO PUNHO TECLADO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150759,/licitacoes/v1/irps?item_material=150759,150759,"CONJUNTO ATUALIZAÇÃO MICROCOMPUTADOR, CONJUNTO ATUALIZAÇÃO MICROCOMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,17762: CONJUNTO ATUALIZAÇÃO MICROCOMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150768,/licitacoes/v1/irps?item_material=150768,150768,"ANALISADOR CABEAMENTO REDE, ANALISADOR CABEAMENTO REDE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,14610: ANALISADOR CABEAMENTO REDE,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150779,/licitacoes/v1/irps?item_material=150779,150779,"CABO SATA, CABO SATA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,7571: CABO SATA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150813,/licitacoes/v1/irps?item_material=150813,150813,"GAVETA DISCO RÍGIDO, GAVETA DISCO RÍGIDO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,14009: GAVETA DISCO RÍGIDO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150830,/licitacoes/v1/irps?item_material=150830,150830,"SOFTWARE, SOFTWARE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,11248: SOFTWARE,Ativo,Não
/licitacoes/v1/licitacoes?item_material=150837,/licitacoes/v1/irps?item_material=150837,150837,"MICROCOMPUTADOR PESSOAL NETBOOK, MICROCOMPUTADOR PESSOAL NETBOOK","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,13167: MICROCOMPUTADOR PESSOAL NETBOOK,Ativo,Não
